"","lat","lon"
"178",39.0086171,-94.4635638
"179",40.7127753,-74.0059728
"180",38.5976262,-80.4549026
"181",40.6781784,-73.9441579
"182",44.6819866,-63.744311
"183",41.2033216,-77.1945247
"184",40.0583238,-74.4056612
"185",30.8327022,-83.2784851
"186",37.8393332,-84.2700179
"187",42.7653662,-71.467566
"188",44.5588028,-72.5778415
"189",28.5383355,-81.3792365
"190",25.7616798,-80.1917902
"191",40.789142,-73.134961
"192",35.0843859,-106.650422
"193",39.849557,-75.3557457
"194",38.0293059,-78.4766781
"195",43.6956787,-79.4503544
"196",52.3555177,-1.1743197
"197",40.7127753,-74.0059728
"198",32.4609764,-84.9877094
"199",32.944392,-86.6611083
"200",41.2033216,-77.1945247
"201",40.4172871,-82.907123
"202",41.6362152,-70.934205
"203",41.6362152,-70.934205
"204",41.308274,-72.9278835
"205",27.6648274,-81.5157535
"206",44.5069113,-92.905484
"207",33.4359416,-86.1058048
"208",40.789142,-73.134961
"209",41.3556539,-72.0995209
"210",33.5185892,-86.8103567
"211",42.2411344,-88.3161965
"212",33.5185892,-86.8103567
"213",33.5185892,-86.8103567
"214",42.9790067,-78.792272
"215",40.7127753,-74.0059728
"216",36.1023715,-115.1745559
"217",40.0583238,-74.4056612
"218",40.7127753,-74.0059728
"219",40.7127753,-74.0059728
"220",40.6781784,-73.9441579
"221",43.2854723,-80.4507835
"222",43.6004074,-80.5629846
"223",33.7489954,-84.3879824
"224",35.20105,-91.8318334
"225",40.789142,-73.134961
"226",33.7489954,-84.3879824
"227",40.789142,-73.134961
"228",41.2033216,-77.1945247
"229",45.253783,-69.4454689
"230",39.3292396,-82.1012554
"231",43.1565779,-77.6088465
"232",26.7153424,-80.0533746
"233",43.2881161,-77.7933423
"234",35.9828412,-86.5186045
"235",42.0686367,-88.4134159
"236",41.8781136,-87.6297982
"237",40.4172871,-82.907123
"238",40.7127753,-74.0059728
"239",37.8271784,-122.2913078
"240",41.6917157,-83.5579902
"241",48.4370202,-122.3371809
"242",48.4370202,-122.3371809
"243",35.2270869,-80.8431267
"244",32.1656221,-82.9000751
"245",27.6648274,-81.5157535
"246",40.8447819,-73.8648268
"247",45.253783,-69.4454689
"248",40.744679,-73.9485424
"249",43.0494572,-88.0075875
"250",3.4516467,-76.5319854
"251",-25.9991795,28.1262927
"252",36.7212737,-4.4213988
"253",40.7127753,-74.0059728
"254",47.7510741,-120.7401385
"255",42.2917069,-85.5872286
"256",30.2841224,-81.3961338
"257",33.7489954,-84.3879824
"258",39.7392358,-104.990251
"259",30.3292368,31.2168466
"260",39.0457549,-76.6412712
"261",40.7127753,-74.0059728
"262",-23.5505199,-46.6333094
"263",27.950575,-82.4571776
"264",38.6270025,-90.1994042
"265",40.3382543,-74.585292
"266",47.7510741,-120.7401385
"267",34.5037004,-93.0551795
"268",38.8338816,-104.8213634
"269",40.4406248,-79.9958864
"270",40.7127753,-74.0059728
"271",40.7127753,-74.0059728
"272",41.2033216,-77.1945247
"273",40.4406248,-79.9958864
"274",40.0583238,-74.4056612
"275",40.2731911,-76.8867008
"276",30.0444196,31.2357116
"277",41.0534302,-73.5387341
"278",39.4748693,-118.7770407
"279",27.6648274,-81.5157535
